planta,fecha,turno,linea,sku,lote_resina,kg_consumida,kg_scrap,unidades_producidas,unidades_rechazadas,cambios_molde,cambios_color,paro_no_programado_min,arranque_post_mantenimiento,nota_supervisor
Envases del Pacífico S.A.S.,2026-08-04,mañana,L2,BAN-250,R-P0064,720.03,20.79,54268,1049,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-08-04,tarde,L1,ENV-1000,R-P0064,569.21,13.08,14544,222,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-08-04,tarde,L2,BAN-250,R-P0064,551.84,17.11,41711,867,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-08-04,noche,L1,ENV-1000,R-P0064,516.08,14.4,13228,247,0,0,81,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-08-04,noche,L2,BAN-250,R-P0064,538.35,15.5,40793,786,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-08-05,mañana,L1,ENV-500,R-P0064,644.1,25.52,22327,599,1,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-08-05,mañana,L3,ENV-500,R-P0064,610.43,21.21,24015,562,1,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-08-05,tarde,L1,ENV-500,R-P0064,672.93,20.16,23486,471,0,1,17,0,sin novedad
Envases del Pacífico S.A.S.,2026-08-05,tarde,L2,BAN-250,R-P0064,603.41,18.01,45498,910,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-08-05,tarde,L3,ENV-500,R-P0064,631.86,15.32,25179,407,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-08-05,noche,L1,ENV-500,R-P0064,617.08,14.48,21702,339,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-08-05,noche,L3,ENV-500,R-P0064,600.6,12.65,24008,336,0,0,23,0,turno normal
Envases del Pacífico S.A.S.,2026-08-06,mañana,L1,ENV-500,R-P0064,571.91,12.46,20094,291,0,0,67,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-08-06,mañana,L2,BAN-250,R-P0064,665.31,23.18,50071,1175,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-08-06,mañana,L3,ENV-500,R-P0064,675.79,21.11,26769,561,0,0,26,0,turno normal
Envases del Pacífico S.A.S.,2026-08-06,tarde,L1,ENV-500,R-P0064,677.08,20.8,23625,487,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-08-06,tarde,L3,ENV-500,R-P0064,738.75,20.63,29326,548,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-08-06,noche,L1,ENV-500,R-P0064,559.27,12.45,19670,291,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-08-06,noche,L3,ENV-500,R-P0064,516.76,18.15,20385,482,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
