planta,fecha,hora_inicio,turno,linea,maquina,duracion_min,codigo_falla,categoria_falla,comentario_operario
Envases del Pacífico S.A.S.,2026-05-28,02:48,noche,L2,INY-05,4.7,OPE-05,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-05-28,03:03,noche,L2,INY-03,1.6,OPE-02,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-05-28,04:26,noche,L2,INY-04,26.4,OPE-06,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-05-28,09:18,mañana,L2,INY-05,13.2,MPR-05,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-05-28,09:30,mañana,L2,INY-05,19.6,MPR-04,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-05-28,14:36,tarde,L3,EMP-07,55.1,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-05-28,16:23,tarde,L3,EMP-07,8.3,ELE-02,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-05-28,21:30,tarde,L1,SOP-01,24.1,ELE-02,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-05-28,21:53,tarde,L3,EMP-07,8.4,OPE-04,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-05-29,00:06,noche,L2,INY-03,3.5,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-05-29,01:17,noche,L3,EMP-06,13.6,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-05-29,13:50,mañana,L1,SOP-01,4.6,MPR-06,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-05-29,14:17,tarde,L3,EMP-07,1.6,OPE-07,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-05-29,16:55,tarde,L1,SOP-02,14.6,OPE-05,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-05-29,16:56,tarde,L3,EMP-06,13.0,,,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-05-29,17:42,tarde,L1,SOP-02,3.7,,,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-05-29,20:20,tarde,L3,EMP-06,51.2,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-05-29,22:55,noche,L2,INY-05,17.2,MEC-08,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-05-29,23:32,noche,L1,SOP-01,14.0,MPR-06,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-05-29,23:47,noche,L3,EMP-06,21.4,OPE-07,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-05-30,00:05,noche,L1,SOP-01,4.9,,,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-05-30,00:25,noche,L2,INY-03,8.9,OPE-04,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-05-30,01:09,noche,L1,SOP-01,30.3,,,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-05-30,01:14,noche,L3,EMP-06,61.7,OPE-01,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-05-30,01:33,noche,L2,INY-05,21.2,CAL-03,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-05-30,02:51,noche,L3,EMP-06,12.0,MEC-04,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-05-30,03:24,noche,L2,INY-04,5.6,OPE-05,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-05-30,03:48,noche,L3,EMP-06,27.1,MPR-08,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-05-30,04:10,noche,L3,EMP-06,26.9,MEC-01,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-05-30,04:45,noche,L2,INY-03,4.7,,,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-05-30,08:21,mañana,L1,SOP-02,1.6,,,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-05-30,08:36,mañana,L1,SOP-01,4.3,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-05-30,11:35,mañana,L3,EMP-06,1.6,,,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-05-30,20:22,tarde,L3,EMP-07,22.8,MEC-06,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-05-30,20:37,tarde,L1,SOP-02,1.2,,,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-05-30,23:27,noche,L3,EMP-07,1.8,ELE-08,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-05-31,02:30,noche,L3,EMP-06,46.3,OPE-05,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-05-31,03:06,noche,L2,INY-03,1.8,MEC-06,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-05-31,05:30,noche,L3,EMP-06,16.5,CAL-06,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-05-31,11:00,mañana,L1,SOP-01,27.0,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-05-31,11:38,mañana,L3,EMP-07,6.2,OPE-06,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-05-31,17:38,tarde,L3,EMP-07,26.2,OPE-05,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-05-31,22:06,noche,L2,INY-04,3.4,ELE-01,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-06-01,00:18,noche,L3,EMP-07,31.5,,,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-01,08:01,mañana,L3,EMP-06,21.5,MEC-03,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-01,16:16,tarde,L1,SOP-01,6.5,,,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-06-01,16:47,tarde,L1,SOP-02,23.3,MEC-03,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-01,19:46,tarde,L1,SOP-01,17.4,MEC-04,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-02,01:12,noche,L3,EMP-07,2.7,OPE-03,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-02,02:53,noche,L1,SOP-01,15.0,OPE-06,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-02,06:30,mañana,L1,SOP-02,3.3,,,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-06-02,08:23,mañana,L2,INY-03,10.3,OPE-07,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-02,08:31,mañana,L3,EMP-06,4.0,ELE-03,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-06-02,12:02,mañana,L1,SOP-01,35.6,OPE-03,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-06-02,17:25,tarde,L1,SOP-02,42.4,MPR-06,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-06-02,18:01,tarde,L3,EMP-06,10.3,,,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-02,18:54,tarde,L3,EMP-06,3.0,MEC-05,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-02,19:12,tarde,L2,INY-05,5.7,ELE-01,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-06-02,21:02,tarde,L3,EMP-07,4.6,MPR-08,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-06-02,21:48,tarde,L2,INY-04,3.2,MEC-06,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-06-03,06:56,mañana,L1,SOP-01,110.0,MEC-01,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-03,07:26,mañana,L2,INY-05,22.2,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-06-03,07:46,mañana,L3,EMP-07,38.3,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-06-03,12:27,mañana,L3,EMP-07,17.3,MEC-03,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-03,13:55,mañana,L3,EMP-06,5.1,MPR-06,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-06-03,14:10,tarde,L2,INY-03,15.9,MEC-01,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-03,14:24,tarde,L2,INY-03,2.4,OPE-04,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-03,22:34,noche,L1,SOP-01,20.2,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-04,09:11,mañana,L2,INY-05,1.1,,,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-04,20:36,tarde,L1,SOP-01,45.4,,,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-06-05,02:37,noche,L1,SOP-02,3.4,,,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-06-05,07:02,mañana,L3,EMP-06,20.7,OPE-03,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-06-05,07:32,mañana,L1,SOP-01,95.8,OPE-01,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-05,20:44,tarde,L1,SOP-01,17.7,MEC-02,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-05,21:08,tarde,L1,SOP-01,20.6,,,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-06-05,22:16,noche,L2,INY-05,4.7,MPR-05,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-06-05,22:54,noche,L2,INY-04,48.1,ELE-02,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-06-06,00:28,noche,L2,INY-05,39.3,MEC-04,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-06,00:29,noche,L1,SOP-02,18.4,,,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-06,00:37,noche,L1,SOP-01,36.3,,,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-06-06,01:00,noche,L1,SOP-01,4.6,OPE-06,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-06-06,01:10,noche,L2,INY-05,4.4,OPE-02,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-06-06,02:06,noche,L1,SOP-02,4.4,CAL-04,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-06-06,02:17,noche,L1,SOP-02,5.8,CAL-02,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-06-06,03:28,noche,L1,SOP-01,45.1,OPE-08,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-06,04:02,noche,L1,SOP-02,33.9,ELE-05,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-06,04:17,noche,L2,INY-04,25.9,OPE-07,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-06,05:29,noche,L1,SOP-01,24.5,CAL-08,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-06-06,05:56,noche,L2,INY-04,12.5,MEC-07,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-06,06:11,mañana,L3,EMP-06,37.5,,,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-06-06,06:12,mañana,L1,SOP-02,8.8,ELE-06,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-06-06,07:07,mañana,L3,EMP-06,19.2,MEC-07,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-06,07:11,mañana,L3,EMP-06,4.7,,,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-06,07:50,mañana,L1,SOP-02,18.9,,,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-06,09:14,mañana,L2,INY-05,125.0,ELE-07,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-06,15:54,tarde,L1,SOP-02,22.0,OPE-07,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-06,18:43,tarde,L1,SOP-02,20.1,ELE-08,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-06-06,19:15,tarde,L2,INY-04,21.7,MEC-01,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-06-07,01:54,noche,L2,INY-04,14.1,,,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-06-07,05:28,noche,L2,INY-04,4.5,ELE-04,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-06-07,06:14,mañana,L1,SOP-02,2.9,MEC-05,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-07,14:34,tarde,L2,INY-05,18.3,OPE-02,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-07,18:03,tarde,L2,INY-03,13.6,,,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-06-08,08:17,mañana,L3,EMP-07,6.9,OPE-02,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-06-08,09:03,mañana,L2,INY-03,1.8,MEC-01,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-08,16:48,tarde,L2,INY-05,14.6,MEC-08,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-08,18:21,tarde,L3,EMP-06,58.8,CAL-08,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-06-08,19:17,tarde,L2,INY-03,23.0,ELE-06,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-09,01:58,noche,L2,INY-03,5.6,,,falla del variador
Envases del Pacífico S.A.S.,2026-06-09,02:23,noche,L3,EMP-07,17.8,,,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-06-09,05:15,noche,L3,EMP-07,39.6,OPE-03,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-09,10:19,mañana,L3,EMP-06,16.1,MPR-08,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-06-09,15:02,tarde,L2,INY-03,1.8,OPE-02,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-09,15:59,tarde,L2,INY-03,2.8,ELE-07,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-06-09,17:07,tarde,L2,INY-03,4.5,MEC-03,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-10,04:51,noche,L3,EMP-07,2.6,,,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-10,13:12,mañana,L3,EMP-06,17.1,,,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-10,15:02,tarde,L1,SOP-01,13.4,MEC-06,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-10,19:59,tarde,L1,SOP-01,27.1,OPE-07,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-10,21:06,tarde,L1,SOP-02,30.5,OPE-01,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-10,22:13,noche,L2,INY-04,38.5,OPE-07,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-06-10,22:21,noche,L1,SOP-02,66.2,OPE-04,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-10,23:08,noche,L2,INY-04,6.5,CAL-06,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-06-11,02:00,noche,L1,SOP-01,18.9,OPE-06,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-11,07:20,mañana,L3,EMP-06,5.0,,,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-06-11,08:21,mañana,L1,SOP-01,25.6,OPE-07,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-06-11,12:27,mañana,L3,EMP-07,17.9,ELE-04,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-11,13:20,mañana,L2,INY-04,4.4,MPR-07,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-06-11,13:37,mañana,L3,EMP-06,20.4,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-11,13:43,mañana,L2,INY-05,28.0,MEC-03,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-11,15:12,tarde,L2,INY-03,2.6,ELE-06,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-06-11,15:57,tarde,L1,SOP-01,64.9,MEC-02,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-11,22:36,noche,L3,EMP-07,28.3,MPR-05,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-06-12,01:40,noche,L3,EMP-07,21.4,,,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-06-12,08:34,mañana,L1,SOP-02,1.8,MPR-03,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-06-12,10:56,mañana,L1,SOP-01,4.7,,,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-12,13:08,mañana,L2,INY-03,17.8,MEC-05,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-06-12,16:21,tarde,L1,SOP-02,1.9,OPE-05,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-06-13,00:11,noche,L2,INY-03,28.3,MEC-08,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-13,02:58,noche,L2,INY-05,64.8,MEC-02,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-13,03:56,noche,L2,INY-05,31.1,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-06-13,05:27,noche,L2,INY-04,4.0,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-06-13,07:33,mañana,L2,INY-04,49.6,MEC-01,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-13,08:57,mañana,L1,SOP-01,3.9,OPE-01,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-06-13,09:03,mañana,L3,EMP-07,31.2,,,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-06-13,09:12,mañana,L1,SOP-02,3.9,ELE-04,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-06-13,12:23,mañana,L2,INY-03,20.7,MEC-03,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-13,13:31,mañana,L1,SOP-01,16.2,OPE-03,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-06-13,13:32,mañana,L2,INY-03,6.3,MEC-01,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-06-13,22:17,noche,L2,INY-03,4.7,OPE-05,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-14,01:02,noche,L2,INY-05,14.5,MEC-07,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-14,02:24,noche,L2,INY-05,12.9,ELE-05,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-14,03:10,noche,L1,SOP-01,13.3,OPE-03,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-14,12:35,mañana,L2,INY-04,35.3,,,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-14,13:25,mañana,L3,EMP-06,117.9,OPE-04,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-14,22:08,noche,L2,INY-03,4.4,,,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-15,00:47,noche,L2,INY-05,77.6,OPE-03,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-06-15,08:50,mañana,L2,INY-04,5.0,,,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-15,09:03,mañana,L1,SOP-02,50.1,MEC-03,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-06-15,10:02,mañana,L2,INY-05,4.9,MEC-04,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-06-15,18:37,tarde,L1,SOP-01,22.1,,,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-06-15,20:12,tarde,L1,SOP-02,11.9,MEC-05,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-06-16,12:58,mañana,L1,SOP-01,1.1,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-06-16,15:41,tarde,L3,EMP-06,1.9,MEC-01,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-16,18:35,tarde,L3,EMP-06,4.7,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-06-16,22:40,noche,L3,EMP-07,46.2,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-06-17,01:58,noche,L1,SOP-02,164.5,CAL-05,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-06-17,03:19,noche,L3,EMP-06,27.6,MEC-02,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-17,08:59,mañana,L2,INY-04,115.9,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-17,10:11,mañana,L1,SOP-01,23.7,OPE-06,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-06-17,14:46,tarde,L2,INY-04,33.9,CAL-04,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-06-17,22:56,noche,L3,EMP-06,34.8,ELE-02,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-17,23:07,noche,L3,EMP-06,1.3,ELE-04,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-06-18,01:36,noche,L1,SOP-01,16.9,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-06-18,05:29,noche,L1,SOP-02,15.5,MEC-01,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-18,05:47,noche,L2,INY-05,1.0,OPE-06,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-06-18,20:17,tarde,L1,SOP-01,3.8,MEC-06,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-19,02:05,noche,L3,EMP-06,112.8,MEC-02,Mecánica,se rompió la banda de arrastre
